Accommodates,Bathrooms,Bedrooms,Beds,Check.In,Check.Out,Property.type,Room.type,Extra.people,Weekly.discount,Monthly.discount,Cancellation,Response.time,ID,price,e,city,price_per_indv
3, 1,1,3, Anytime after 3PM, 12PM (noon), Apartment, Entire home/apt, $25 / night after the first guest,,, Strict, within a few hours,12998317,89,179,ch,29.6666666666667
4, 1 (Private),1,2, Anytime after 3PM, 11AM, Apartment, Entire home/apt, $10 / night after 2 guests, 10%, 15%, Moderate, within an hour,11187498,96,180,ch,24
2, 1,1,1, Anytime after 3PM,, Apartment, Shared room, No Charge,,, Flexible, within a day,14067275,149,181,ch,74.5
2, 1,1,1, Anytime after 3PM, 1PM, Apartment, Private room, No Charge, 20%, 40%, Moderate, within an hour,14091733,70,182,ch,35
2, 1,1,1, Anytime after 3PM, 12PM (noon), Apartment, Private room, $20 / night after the first guest, 0%, 0%, Strict, within a few hours,8390818,120,183,ch,60
4, 1,1,1,,, Apartment, Entire home/apt, No Charge,,, Flexible, within a few hours,13078943,19,184,ch,4.75
2, 1,1,1, 5PM - 12AM (midnight), 10AM, Townhouse, Private room,, 9%, 13%, Strict, within a few hours,11374910,69,185,ch,34.5
2, 1,1,1,,, Apartment, Entire home/apt, No Charge,,, Flexible,,13929972,140,186,ch,70
2, 1 (Shared),1,1,,, Apartment, Private room, No Charge, 0%, 0%, Moderate, within an hour,13208209,40,187,ch,20
2, 1,1,1,,, Apartment, Entire home/apt, No Charge, 0%, 0%, Strict, within an hour,11678771,53,188,ch,26.5
2, 1 (Private),0,1,,, Apartment, Entire home/apt, No Charge,,, Flexible, within an hour,13675001,120,189,ch,60
1, 1 (Private),1,1,, 1PM, Apartment, Private room,,,, Flexible, within a few hours,9682828,49,190,ch,49
